Title,URL,Author,Average_rating,Rating,Reviews,Pages,Year,Series,Setting,Awards,Genres,Awards_no
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",https://www.goodreads.com//book/show/389627.Diary_of_a_Wimpy_Kid,Jeff Kinney,3.98,492214.0,18092.0,226.0,2007.0,1,,"[""Borders Original Voices Award for YA or Independent Reader (2007), Books I Loved Best Yearly (BILBY) Awards for Younger Readers (2010, 2012) (2010), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2009), Dorothy Canfield Fisher Children's Book Award (2009), North Carolina Children's Book Award (2009)\n...more\nHea Lasteraamat (2011)""]","['Fiction', ' Humor', ' Childrens']",7.0
"Death Masks (The Dresden Files, #5)",https://www.goodreads.com//book/show/91479.Death_Masks,Jim Butcher,4.28,124203.0,3575.0,432.0,2003.0,1,"['Chicago', ' Illinois  United States', '    Illinois  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fiction']",
"Night World, No. 1 (Night World, #1-3)",https://www.goodreads.com//book/show/3099787-night-world-no-1,L.J. Smith,4.05,61876.0,2154.0,729.0,2008.0,1,,[],"['Young Adult', ' Paranormal', ' Fantasy']",
The Vanishing Act of Esme Lennox,https://www.goodreads.com//book/show/250729.The_Vanishing_Act_of_Esme_Lennox,Maggie O'Farrell,3.87,27509.0,3842.0,277.0,2013.0,0,"['Edinburgh', ' Scotland  India']",[],"['Fiction', ' Historical', ' Mystery']",
"Dairy Queen (Dairy Queen, #1)",https://www.goodreads.com//book/show/16178.Dairy_Queen,Catherine Gilbert Murdock,3.74,27352.0,2641.0,275.0,2006.0,1,"['Red Bend', ' Wisconsin  United States', ' ']","[""Borders Original Voices Award for YA or Independent Reader (2006), South Carolina Book Award Nominee for Young Adult Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2008), Rhode Island Teen Book Award Nominee (2009), Lincoln Award Nominee (2009)""]","['Young Adult', ' Contemporary', ' Sports']",5.0
"The System of the World (The Baroque Cycle, #3)",https://www.goodreads.com//book/show/116257.The_System_of_the_World,Neal Stephenson,4.33,20769.0,697.0,908.0,2005.0,1,,"['Locus Award for Best Science Fiction Novel (2005), Arthur C. Clarke Award Nominee (2005), Prometheus Award for Best Novel (2005)']","['Fiction', ' Historical', ' Science Fiction']",3.0
The Zombie Survival Guide: Complete Protection from the Living Dead,https://www.goodreads.com//book/show/535441.The_Zombie_Survival_Guide,Max Brooks,3.86,98323.0,3900.0,255.0,2003.0,1,,[],"['Horror', ' Horror', ' Fiction']",
"Small Favor (The Dresden Files, #10)",https://www.goodreads.com//book/show/927979.Small_Favor,Jim Butcher,4.44,96004.0,2607.0,420.0,2008.0,1,"['Chicago', ' Illinois  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fiction']",
The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency #4),https://www.goodreads.com//book/show/7036.The_Kalahari_Typing_School_for_Men,Alexander McCall Smith,4.0,36049.0,1614.0,210.0,2004.0,1,['Botswana'],[],"['Mystery', ' Fiction', ' Cultural']",
Jesus Land: A Memoir,https://www.goodreads.com//book/show/146064.Jesus_Land,Julia Scheeres,3.96,17247.0,1604.0,363.0,2006.0,0,,['ALA Alex Award (2006)'],"['Autobiography', ' Nonfiction', ' Religion']",1.0
The Raw Shark Texts,https://www.goodreads.com//book/show/144800.The_Raw_Shark_Texts,Steven  Hall,3.8,19366.0,1876.0,427.0,2007.0,0,,"['Arthur C. Clarke Award Nominee (2008), Somerset Maugham Award (2008), Borders Original Voices Award for Fiction (2007), Tähtivaeltaja Award Nominee (2008)']","['Fiction', ' Fantasy', ' Science Fiction']",4.0
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,https://www.goodreads.com//book/show/6260997-half-the-sky,Nicholas D. Kristof,4.28,52441.0,5163.0,294.0,2009.0,0,,['Los Angeles Times Book Prize Nominee for Current Interest (2009)'],"['Nonfiction', ' Feminism', ' Social Movements']",1.0
Gods in Alabama,https://www.goodreads.com//book/show/223462.Gods_in_Alabama,Joshilyn Jackson,3.86,21252.0,2185.0,320.0,2006.0,0,,[],"['Fiction', ' Contemporary', ' Adult']",
"A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1)",https://www.goodreads.com//book/show/6202318-a-touch-of-dead,Charlaine Harris,3.83,47128.0,1919.0,192.0,2009.0,1,"['Bon Temps', ' Louisiana  United States', ' ']",[],"['Paranormal', ' Fantasy', ' Fantasy']",
The Quiet Game (Penn Cage #1),https://www.goodreads.com//book/show/43993.The_Quiet_Game,Greg Iles,4.21,31417.0,2110.0,580.0,2000.0,1,,[],"['Mystery', ' Fiction', ' Thriller']",
"Saving the World and Other Extreme Sports (Maximum Ride, #3)",https://www.goodreads.com//book/show/33676.Saving_the_World_and_Other_Extreme_Sports,James Patterson,4.15,88229.0,2692.0,405.0,2007.0,1,['Germany'],[],"['Young Adult', ' Fantasy', ' Science Fiction']",
Kabul Beauty School: An American Woman Goes Behind the Veil,https://www.goodreads.com//book/show/316558.Kabul_Beauty_School,Deborah Rodriguez,3.66,22984.0,2818.0,288.0,2007.0,0,"['Kabul  Afghanistan', ' ']",[],"['Nonfiction', ' Autobiography', ' Biography']",
Diary,https://www.goodreads.com//book/show/22284.Diary,Chuck Palahniuk,3.62,75182.0,2504.0,262.0,2004.0,0,['United States of America'],[],"['Fiction', ' Horror', ' Contemporary']",
The Dive from Clausen's Pier,https://www.goodreads.com//book/show/16059.The_Dive_from_Clausen_s_Pier,Ann Packer,3.42,24497.0,1904.0,432.0,2003.0,0,"['Wisconsin  United States', ' ']",['ALA Alex Award (2003)'],"['Fiction', ' Contemporary', ' Womens Fiction']",1.0
"Grave Sight (Harper Connelly, #1)",https://www.goodreads.com//book/show/58077.Grave_Sight,Charlaine Harris,3.86,62198.0,2577.0,293.0,2006.0,1,"['Sarne', ' Arkansas  United States', ' ']",[],"['Mystery', ' Fantasy', ' Fantasy']",
Prey,https://www.goodreads.com//book/show/83763.Prey,Michael Crichton,3.76,169329.0,3512.0,507.0,2004.0,0,"['Nevada desert  United States', ' ']",[],"['Fiction', ' Science Fiction', ' Thriller']",
"The Angel's Game (The Cemetery of Forgotten Books, #2)",https://www.goodreads.com//book/show/5196764-the-angel-s-game,Carlos Ruiz Zafón,3.93,127432.0,10789.0,544.0,2010.0,1,"['Spain  Barcelona', ' Catalonia  Spain', ' ']",[],"['Fiction', ' Historical', ' Mystery']",
The Monsters of Templeton,https://www.goodreads.com//book/show/1474628.The_Monsters_of_Templeton,Lauren Groff,3.61,19124.0,2762.0,384.0,2008.0,0,"['Templeton', ' New York  United States', ' ']",['Orange Prize Nominee for New Writers (2008)'],"['Fiction', ' Mystery', ' Fantasy']",1.0
"Iron Kissed (Mercy Thompson, #3)",https://www.goodreads.com//book/show/1412138.Iron_Kissed,Patricia Briggs,4.33,113055.0,3957.0,287.0,2008.0,1,"['Kennewick  United States', '    Umatilla Fae', '  Reservation  United States', '    Kennewick', ' Washington  United States', ' ']",['DABWAHA Romance Tournament for Best Romance of the Year & Best Novel with Romantic Elements (2009)'],"['Fantasy', ' Fantasy', ' Fantasy']",1.0
Night Watch (Watch #1),https://www.goodreads.com//book/show/359375.Night_Watch,Sergei Lukyanenko,3.98,40279.0,2206.0,455.0,2006.0,1,"['Moscow', ' 1998  Russian Federation', ' ']",['Stalker Award for Best Translated Novel (2009)'],"['Fantasy', ' Fantasy', ' Fiction']",1.0
"Shopaholic Takes Manhattan (Shopaholic, #2)",https://www.goodreads.com//book/show/9418.Shopaholic_Takes_Manhattan,Sophie Kinsella,3.77,114903.0,3215.0,387.0,2004.0,1,"['London', ' England  United Kingdom', '    New York City', ' New York  United States', ' ']",[],"['Womens Fiction', ' Fiction', ' Romance']",
Heart-Shaped Box,https://www.goodreads.com//book/show/153025.Heart_Shaped_Box,Joe Hill,3.84,113061.0,8976.0,376.0,2007.0,0,"['Piecliff', ' New York  United States', '    New York State  United States', ' ']","['Bram Stoker Award for Best First Novel (2007), Locus Award for Best First Novel (2008), Macavity Award Nominee for Best First Mystery Novel (2008), ITW Thriller Award for Best First Novel (2008), British Fantasy Award Nominee for Best Novel (2008)']","['Horror', ' Fiction', ' Thriller']",5.0
"Faefever (Fever, #3)",https://www.goodreads.com//book/show/2702704-faefever,Karen Marie Moning,4.3,94587.0,4769.0,327.0,2008.0,1,"['Dublin  Ireland', ' ']",[],"['Fantasy', ' Fantasy', ' Fantasy']",
"Lover Revealed (Black Dagger Brotherhood, #4)",https://www.goodreads.com//book/show/42898.Lover_Revealed,J.R. Ward,4.29,125396.0,4653.0,455.0,2007.0,1,"['Caldwell', ' New York  United States', ' ']","['All About Romance (AAR) Annual Reader Poll for Guiltiest Pleasure Romance (2008), RITA Award by Romance Writers of America for Best Paranormal Romance (2008)']","['Romance', ' Fantasy', ' Romance']",2.0
Shalimar the Clown,https://www.goodreads.com//book/show/4830.Shalimar_the_Clown,Salman Rushdie,3.89,13111.0,923.0,398.0,2006.0,0,,"['Booker Prize Nominee for Longlist (2005), Crossword Book Award for Fiction (2005), International Dublin Literary Award Nominee for Shortlist (2007)']","['Fiction', ' Cultural', ' Magical Realism']",3.0
"Proven Guilty (The Dresden Files, #8)",https://www.goodreads.com//book/show/91474.Proven_Guilty,Jim Butcher,4.38,109519.0,2917.0,547.0,2007.0,1,"['Chicago', ' Illinois  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fiction']",
Q & A,https://www.goodreads.com//book/show/288644.Q_A,Vikas Swarup,4.0,31198.0,2987.0,318.0,2005.0,0,['India'],['Exclusive Books Boeke Prize (2006)'],"['Fiction', ' Cultural', ' Contemporary']",1.0
Number9Dream,https://www.goodreads.com//book/show/6820.Number9Dream,David Mitchell,3.85,23646.0,1644.0,401.0,2003.0,0,"['Tokyo  Japan', ' ']","['Booker Prize Nominee (2001), James Tait Black Memorial Prize Nominee for Fiction (2001)']","['Fiction', ' Cultural', ' Fantasy']",2.0
Alexander Hamilton,https://www.goodreads.com//book/show/16130.Alexander_Hamilton,Ron Chernow,4.19,144913.0,8681.0,818.0,2005.0,0,['United States of America'],"['George Washington Book Prize (2005), National Book Critics Circle Award Nominee for Biography (2004)']","['History', ' Biography', ' Nonfiction']",2.0
"Love Is a Mix Tape: Life and Loss, One Song at a Time",https://www.goodreads.com//book/show/46190.Love_Is_a_Mix_Tape,Rob Sheffield,3.83,33600.0,2818.0,224.0,2007.0,0,"['Charlottesville', ' Virginia  United States', ' ']",[],"['Music', ' Nonfiction', ' Autobiography']",
"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",https://www.goodreads.com//book/show/1895792.The_Fury_Dark_Reunion,L.J. Smith,3.73,57453.0,1841.0,520.0,2007.0,1,"['Fells Church  United States', ' ']",[],"['Young Adult', ' Paranormal', ' Fantasy']",
Eleven Minutes,https://www.goodreads.com//book/show/1430.Eleven_Minutes,Paulo Coelho,3.7,153914.0,7039.0,273.0,2003.0,0,"['Geneva  Switzerland', '    Brazil  Rio de Janeiro  Brazil', '    …more Rue de Berne', ' Geneva', '  Switzerland', '    Paris  France', '    …less']",[],"['Fiction', ' Romance', ' Novels']",
"The Queen of Attolia (The Queen's Thief, #2)",https://www.goodreads.com//book/show/40158.The_Queen_of_Attolia,Megan Whalen Turner,4.14,42490.0,3814.0,362.0,2006.0,1,,['Mythopoeic Fantasy Award for Children’s Literature (2011)'],"['Fantasy', ' Young Adult', ' Fiction']",1.0
Lullaby,https://www.goodreads.com//book/show/22206.Lullaby,Chuck Palahniuk,3.73,94204.0,3055.0,260.0,2003.0,0,,['Bram Stoker Award Nominee for Best Novel (2002)'],"['Fiction', ' Horror', ' Contemporary']",1.0
The Ruins,https://www.goodreads.com//book/show/21726.The_Ruins,Scott        Smith,3.59,33966.0,3908.0,319.0,2006.0,0,"['Cancún  Mexico', '    Mexico']",[],"['Horror', ' Fiction', ' Thriller']",
"Belong to Me (Love Walked In, #2)",https://www.goodreads.com//book/show/2113410.Belong_to_Me,Marisa de los Santos,3.86,29020.0,3706.0,400.0,2008.0,1,['United States of America'],[],"['Fiction', ' Contemporary', ' Adult']",
The Time Paradox (Artemis Fowl #6),https://www.goodreads.com//book/show/2179276.The_Time_Paradox,Eoin Colfer,4.08,83663.0,2292.0,391.0,2008.0,1,,"['Carnegie Medal Nominee (2009), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)']","['Fantasy', ' Young Adult', ' Fiction']",2.0
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,https://www.goodreads.com//book/show/177187.102_Minutes,Jim Dwyer,4.26,8693.0,1043.0,384.0,2006.0,0,"['New York State  United States', ' ']",['National Book Award Finalist for Nonfiction (2005)'],"['Nonfiction', ' History', ' Crime']",1.0
Explosion in Paris,https://www.goodreads.com//book/show/6447501-explosion-in-paris,Linda Masemore Pirrung,3.5,3061.0,100.0,408.0,2009.0,0,,[],"['Romance', ' Womens Fiction', ' Contemporary']",
This is Where I Leave You,https://www.goodreads.com//book/show/6224935-this-is-where-i-leave-you,Jonathan Tropper,3.88,136807.0,12193.0,339.0,2009.0,0,,['Goodreads Choice Award Nominee for Fiction (2009)'],"['Fiction', ' Humor', ' Contemporary']",1.0
When You Reach Me,https://www.goodreads.com//book/show/5310515-when-you-reach-me,Rebecca Stead,4.06,100301.0,12052.0,199.0,2009.0,0,"['New York City', ' New York', ' 1979  United States', ' ']","[""Newbery Medal (2010), Dorothy Canfield Fisher Children's Book Award Nominee (2011), IRA Children’s and Young Adult’s Book Award for Young Adult–Fiction (2010), Indies Choice Book Award for Middle Reader (2010), Boston Globe-Horn Book Award for Fiction and Poetry (2010)\n...more\nAndre Norton Award Nominee (2009), Goodreads Choice Award Nominee for Young Adult Fiction (2009)""]","['Young Adult', ' Childrens', ' Fiction']",7.0
English Passengers,https://www.goodreads.com//book/show/14257.English_Passengers,Matthew Kneale,4.06,6439.0,585.0,446.0,2001.0,0,,"[""Booker Prize Nominee (2000), Whitbread Award for Novel and Book of the Year (2000), Miles Franklin Literary Award Nominee (2001), Prix Relay du Roman d'Evasion (2002)""]","['Historical', ' Fiction', ' Cultural']",4.0
Rooftops of Tehran,https://www.goodreads.com//book/show/6001011-rooftops-of-tehran,Mahbod Seraji,3.89,9897.0,934.0,348.0,2009.0,0,,[],"['Historical', ' Fiction', ' Cultural']",
"Grip of the Shadow Plague (Fablehaven, #3)",https://www.goodreads.com//book/show/2146957.Grip_of_the_Shadow_Plague,Brandon Mull,4.29,79978.0,3258.0,477.0,2008.0,1,"['Connecticut  United States', ' ']",[],"['Fantasy', ' Young Adult', ' Fiction']",
"Altered Carbon (Takeshi Kovacs, #1)",https://www.goodreads.com//book/show/40445.Altered_Carbon,Richard K. Morgan,4.05,91494.0,6039.0,526.0,2006.0,1,"['San Francisco', ' California  United States', ' ']","[""Locus Award Nominee for Best First Novel (2003), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2005), Philip K. Dick Award (2004), Grand Prix de l'Imaginaire Nominee for Roman étranger (2004), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2006)""]","['Science Fiction', ' Fiction', ' Science Fiction']",5.0
"Soulless (Parasol Protectorate, #1)",https://www.goodreads.com//book/show/6381205-soulless,Gail Carriger,3.88,105817.0,10329.0,357.0,2009.0,1,"['London', ' England', ' 1873  United Kingdom', ' ']","['Locus Award Nominee for Best First Novel (2010), Compton Crook Award Nominee (2010), Prix Julia Verlanger (2013), ALA Alex Award (2010)']","['Science Fiction', ' Fantasy', ' Romance']",4.0
True History of the Kelly Gang,https://www.goodreads.com//book/show/110090.True_History_of_the_Kelly_Gang,Peter Carey,3.82,20165.0,1180.0,384.0,2001.0,0,['Australia'],"[""Booker Prize (2001), Miles Franklin Literary Award Nominee (2001), Victorian Premier's Literary Award for Vance Palmer Prize for Fiction (2001), Queensland Premier's Literary Awards for Fiction (2001), Prix du Meilleur Livre Étranger for Roman (2003)\n...more\nColin Roderick Award (2000), Commonwealth Writers' Prize for Best Book Overall (2001), International Dublin Literary Award Nominee for Shortlist (2002)""]","['Fiction', ' Historical', ' Cultural']",8.0
"Squire (Protector of the Small, #3)",https://www.goodreads.com//book/show/153795.Squire,Tamora Pierce,4.24,52697.0,870.0,400.0,2007.0,1,['Tortall'],['Margaret A. Edwards Award (2013)'],"['Fantasy', ' Young Adult', ' Fiction']",1.0
The Lace Reader,https://www.goodreads.com//book/show/1951125.The_Lace_Reader,Brunonia Barry,3.48,27602.0,4363.0,353.0,2007.0,1,"['Salem', ' Massachusetts  United States', ' ']",[],"['Fiction', ' Mystery', ' Historical']",
"The Likeness (Dublin Murder Squad, #2)",https://www.goodreads.com//book/show/1914973.The_Likeness,Tana French,4.05,135339.0,10368.0,466.0,2008.0,1,"['Ireland  Dublin  Ireland', '    Glenskehy  Ireland', ' ']",[],"['Mystery', ' Fiction', ' Mystery']",
Kitchen Confidential: Adventures in the Culinary Underbelly,https://www.goodreads.com//book/show/33313.Kitchen_Confidential,Anthony Bourdain,4.08,240289.0,12550.0,312.0,2007.0,0,"['New York City', ' New York  United States', ' ']",[],"['Nonfiction', ' Food and Drink', ' Autobiography']",
"Dreamfever (Fever, #4)",https://www.goodreads.com//book/show/6050298-dreamfever,Karen Marie Moning,4.39,93577.0,4878.0,386.0,2009.0,1,"['Dublin  Ireland', ' ']",[],"['Fantasy', ' Fantasy', ' Fantasy']",
The Undomestic Goddess,https://www.goodreads.com//book/show/33722.The_Undomestic_Goddess,Sophie Kinsella,3.84,265781.0,8487.0,404.0,2006.0,0,['United Kingdom'],[],"['Womens Fiction', ' Romance', ' Fiction']",
Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),https://www.goodreads.com//book/show/7035.Morality_for_Beautiful_Girls,Alexander McCall Smith,3.98,38721.0,1913.0,227.0,2002.0,1,"['Gaborone  Botswana', ' ']",[],"['Mystery', ' Fiction', ' Cultural']",
"Trickster's Queen (Daughter of the Lioness, #2)",https://www.goodreads.com//book/show/34197390-trickster-s-queen,Tamora Pierce,4.24,59840.0,1050.0,496.0,2017.0,1,,[],"['Fantasy', ' Young Adult', ' Fiction']",
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,https://www.goodreads.com//book/show/17977.The_Ancestor_s_Tale,Richard Dawkins,4.13,24255.0,781.0,688.0,2005.0,0,,['Royal Society Science Book Prize Nominee for General Prize (2005)'],"['Science', ' Nonfiction', ' Biology']",1.0
